# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "/scratch/lukens/Assignment_2_Genome/genomic.gtf" "-o" "featureGenecount.txt" "SRR10551657.fastqAligned.out.sorted.bam" "SRR10551658.fastqAligned.out.sorted.bam" "SRR10551659.fastqAligned.out.sorted.bam" "SRR10551660.fastqAligned.out.sorted.bam" "SRR10551661.fastqAligned.out.sorted.bam" "SRR10551662.fastqAligned.out.sorted.bam" "SRR10551663.fastqAligned.out.sorted.bam" "SRR10551664.fastqAligned.out.sorted.bam" "SRR10551665.fastqAligned.out.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10551657.fastqAligned.out.sorted.bam	SRR10551658.fastqAligned.out.sorted.bam	SRR10551659.fastqAligned.out.sorted.bam	SRR10551660.fastqAligned.out.sorted.bam	SRR10551661.fastqAligned.out.sorted.bam	SRR10551662.fastqAligned.out.sorted.bam	SRR10551663.fastqAligned.out.sorted.bam	SRR10551664.fastqAligned.out.sorted.bam	SRR10551665.fastqAligned.out.sorted.bam
YKL020C	NC_001143.9	398832	402080	-	3249	319	232	233	399	306	201	421	419	437
YKL019W	NC_001143.9	402568	403518	+	951	43	23	46	98	89	53	92	115	87
YKL018C-A	NC_001143.9	403580	403879	-	300	67	42	50	86	103	35	51	63	62
YKL018W	NC_001143.9	404102	405091	+	990	17	16	9	44	34	31	31	30	24
YKL017C	NC_001143.9	405190	407241	-	2052	111	80	65	66	87	22	44	49	45
YKL016C	NC_001143.9	407465	407989	-	525	1998	1373	1467	2201	2359	983	497	619	623
YKL015W	NC_001143.9	408544	411483	+	2940	118	84	75	124	106	53	99	108	104
YKL014C	NC_001143.9	411619	416913	-	5295	54	34	33	151	108	53	72	111	93
YKL013C	NC_001143.9	417508	418023	-	516	183	129	118	270	227	163	182	171	152
YKL012W	NC_001143.9	418310	420061	+	1752	203	134	152	187	191	45	144	159	189
YKL011C	NC_001143.9	420155	421216	-	1062	31	19	16	13	24	9	21	24	23
YKL010C	NC_001143.9	421424	425875	-	4452	407	299	341	552	305	325	557	619	589
YKL009W	NC_001143.9	426242	426952	+	711	238	164	162	427	361	91	51	51	73
YKL008C	NC_001143.9	427295	428551	-	1257	88	65	77	157	112	116	260	248	264
YKL007W	NC_001143.9	429302	430108	+	807	147	99	122	158	144	67	92	98	130
YKL006C-A	NC_001143.9;NC_001143.9	430198;430597	430455;430632	-;-	294	95	65	76	97	119	29	41	51	69
YNCK0015C	NC_001143.9	431030	431138	-	109	11	2	5	7	7	7	4	4	6
YKL006W	NC_001143.9;NC_001143.9	431906;432433	432034;432720	+;+	417	210	127	98	409	216	225	129	109	145
YKL005C	NC_001143.9	433093	434877	-	1785	595	388	439	423	401	174	386	508	464
YKL004W	NC_001143.9	435580	436785	+	1206	111	88	100	122	96	85	115	126	92
YKL003C	NC_001143.9	437097	437492	-	396	129	104	117	135	152	39	51	64	83
YKL002W	NC_001143.9;NC_001143.9	437778;437906	437837;438544	+;+	699	499	354	349	307	390	129	271	305	346
YKL001C	NC_001143.9	438777	439385	-	609	480	421	487	202	226	113	45	50	53
YKR001C	NC_001143.9	440608	442722	-	2115	270	195	163	500	317	225	303	330	362
YKR002W	NC_001143.9	443232	444938	+	1707	167	120	123	142	156	72	140	189	153
YKR003W	NC_001143.9	445381	446727	+	1347	72	41	53	142	87	60	45	69	54
YKR004C	NC_001143.9;NC_001143.9	446799;447811	447706;448036	-;-	1134	19	33	20	26	34	7	37	25	28
YKR005C	NC_001143.9;NC_001143.9	448521;450021	449951;450167	-;-	1578	27	24	11	76	48	26	58	50	53
YKR006C	NC_001143.9	450423	451217	-	795	139	88	81	183	188	74	93	95	119
YKR007W	NC_001143.9	451434	451988	+	555	69	54	49	77	93	30	46	52	56
YKR008W	NC_001143.9	452201	454078	+	1878	168	126	119	268	189	55	105	155	149
YKR009C	NC_001143.9	454352	457054	-	2703	99	81	96	59	52	31	253	309	307
YNCK0016W	NC_001143.9;NC_001143.9	458557;458627	458594;458670	+;+	82	0	0	0	1	0	0	0	0	0
YKR010C	NC_001143.9	458924	461239	-	2316	90	63	61	111	100	34	49	70	81
YKR011C	NC_001143.9	461635	462696	-	1062	767	664	689	227	297	82	91	107	123
YKR013W	NC_001143.9	463959	464948	+	990	266	171	205	235	117	121	50	54	39
YKR014C	NC_001143.9	465367	466071	-	705	207	142	173	286	299	84	85	117	132
YKR015C	NC_001143.9	466961	468667	-	1707	239	177	189	82	152	27	40	56	54
YKR016W	NC_001143.9	469717	471339	+	1623	983	656	722	812	977	181	219	306	324
YKR017C	NC_001143.9	471694	473349	-	1656	24	20	23	63	41	31	60	69	49
YKR018C	NC_001143.9	473723	475900	-	2178	233	185	211	380	215	284	513	571	502
YKR019C	NC_001143.9	476216	478063	-	1848	25	13	17	38	28	19	68	65	69
YKR020W	NC_001143.9	478338	478832	+	495	30	13	10	48	60	8	28	25	37
YKR021W	NC_001143.9	479234	481981	+	2748	110	50	69	140	134	93	232	324	272
YKR022C	NC_001143.9	482171	483139	-	969	41	38	51	101	83	14	43	48	63
YKR023W	NC_001143.9	483419	485011	+	1593	188	120	124	142	256	26	74	92	105
YKR024C	NC_001143.9	485144	487372	-	2229	66	36	27	73	63	33	46	55	77
YKR025W	NC_001143.9	487770	488618	+	849	57	23	23	68	83	29	51	52	75
YKR026C	NC_001143.9	488738	489655	-	918	17	12	9	58	35	26	31	36	25
YNCK0017W	NC_001143.9	490968	491040	+	73	6	8	8	1	3	6	2	0	1
YKR027W	NC_001143.9	491364	493661	+	2298	30	17	23	94	38	59	58	77	61
YKR028W	NC_001143.9	494257	497358	+	3102	130	79	86	229	183	122	214	214	235
YKR029C	NC_001143.9	497578	499833	-	2256	109	79	76	143	129	28	66	97	106
YKR030W	NC_001143.9	500282	501103	+	822	16	10	14	39	26	23	26	21	21
YKR031C	NC_001143.9	501344	506395	-	5052	185	149	146	340	286	100	591	756	781
YKR032W	NC_001143.9	506517	506831	+	315	0	0	1	2	1	1	1	1	0
YKR034W	NC_001143.9	506898	507707	+	810	182	84	87	259	247	94	823	1007	1033
YKR035W-A	NC_001143.9	507939	508553	+	615	339	244	250	307	363	96	132	177	221
YKR036C	NC_001143.9	508702	510633	-	1932	42	25	27	51	47	27	50	51	53
YKR037C	NC_001143.9	510910	511797	-	888	34	28	23	76	46	36	50	41	39
YKR038C	NC_001143.9	511999	513159	-	1161	100	62	65	134	142	80	121	146	129
YNCK0018C	NC_001143.9	513332	513403	-	72	1	0	0	0	0	0	0	0	0
YKR039W	NC_001143.9	515063	516871	+	1809	1029	573	549	3088	2945	1356	4035	4323	4148
YNCK0019W	NC_001143.9	517988	518060	+	73	0	0	0	0	0	0	0	0	0
YKR041W	NC_001143.9	518198	518950	+	753	27	9	16	4	6	4	2	2	2
YKR042W	NC_001143.9	519527	520624	+	1098	534	364	426	362	559	300	350	323	303
YKR043C	NC_001143.9	520897	521712	-	816	86	64	56	179	118	131	142	152	136
YKR044W	NC_001143.9	522015	523346	+	1332	42	21	32	70	72	47	56	61	61
YKR045C	NC_001143.9	523418	523969	-	552	21	9	12	17	25	10	11	14	11
YKR046C	NC_001143.9	524223	525074	-	852	866	457	579	1068	879	643	1402	1536	1431
YKR048C	NC_001143.9	525387	526640	-	1254	212	155	211	247	230	177	223	254	208
YKR049C	NC_001143.9	526830	527231	-	402	505	319	420	318	406	195	276	375	399
YKR050W	NC_001143.9	527815	530484	+	2670	25	30	28	16	24	18	31	27	46
YKR051W	NC_001143.9	530946	532202	+	1257	81	54	58	63	71	35	76	84	92
YKR052C	NC_001143.9	532550	533464	-	915	34	19	15	87	91	71	47	49	67
YKR053C	NC_001143.9	534067	535281	-	1215	65	33	49	78	78	36	59	49	52
YKR054C	NC_001143.9	535647	547925	-	12279	345	267	299	497	372	246	576	679	627
YKR055W	NC_001143.9	548216	549091	+	876	38	31	20	64	35	26	63	64	67
YKR056W	NC_001143.9	549448	551367	+	1920	78	55	58	158	96	87	90	112	119
YKR057W	NC_001143.9;NC_001143.9	551657;552003	551680;552242	+;+	264	260	148	167	501	312	229	147	184	193
YKR058W	NC_001143.9	552770	554620	+	1851	411	348	468	67	112	26	114	161	181
YKR059W	NC_001143.9	554987	556174	+	1188	61	40	31	79	72	48	44	60	54
YKR060W	NC_001143.9	556518	557342	+	825	23	12	14	52	45	30	36	25	37
YKR061W	NC_001143.9	557677	558954	+	1278	114	86	108	218	207	170	53	84	86
YNCK0020C	NC_001143.9	559016	559366	-	351	131	130	174	227	206	323	235	209	264
YKR062W	NC_001143.9	559666	560652	+	987	92	46	49	115	94	77	129	146	129
YKR063C	NC_001143.9	560789	562297	-	1509	109	67	69	145	164	70	123	155	150
YKR064W	NC_001143.9	562547	565138	+	2592	116	52	56	215	156	70	125	164	148
YKR065C	NC_001143.9	565299	565892	-	594	140	95	108	150	137	98	85	75	83
YKR066C	NC_001143.9	566113	567198	-	1086	283	197	219	170	279	136	475	504	409
YKR067W	NC_001143.9	567918	570149	+	2232	395	283	344	202	264	116	189	226	228
YKR068C	NC_001143.9	570328	570909	-	582	105	58	67	139	122	89	89	132	130
YKR069W	NC_001143.9	571612	573393	+	1782	367	290	351	107	109	69	57	62	56
YKR070W	NC_001143.9	573574	574632	+	1059	25	16	16	81	68	59	77	108	105
YKR071C	NC_001143.9	574934	575980	-	1047	929	647	697	956	1134	376	386	482	453
YKR072C	NC_001143.9	576435	578123	-	1689	188	121	161	132	200	57	167	214	187
YKR073C	NC_001143.9	578187	578507	-	321	5	5	2	1	2	0	2	4	4
YNCK0021W	NC_001143.9;NC_001143.9	578965;579025	579001;579060	+;+	73	6	1	5	2	2	3	10	4	5
YKR074W	NC_001143.9	579209	579676	+	468	85	53	77	120	112	65	41	63	67
YKR075C	NC_001143.9	579827	580750	-	924	966	729	738	129	168	72	86	111	114
YKR076W	NC_001143.9	582283	583395	+	1113	487	271	348	808	577	485	139	173	145
YKR077W	NC_001143.9	583653	584744	+	1092	66	45	53	134	104	56	28	36	38
YKR078W	NC_001143.9	584952	586709	+	1758	37	29	28	61	68	5	40	65	65
YKR079C	NC_001143.9	586789	589305	-	2517	41	27	20	84	58	27	33	54	44
YKR080W	NC_001143.9	590395	591357	+	963	120	83	83	297	199	132	74	99	103
YKR081C	NC_001143.9	591506	592540	-	1035	89	57	60	161	101	55	50	75	87
YKR082W	NC_001143.9	592825	596298	+	3474	84	54	56	208	103	81	103	139	150
YKR083C	NC_001143.9	596421	596822	-	402	53	36	21	46	56	11	7	7	16
YKR084C	NC_001143.9	597055	598890	-	1836	68	36	43	161	103	93	101	115	110
YKR085C	NC_001143.9	599094	599681	-	588	170	105	100	146	203	87	38	62	57
YKR086W	NC_001143.9	599857	603072	+	3216	84	60	57	144	120	62	130	116	121
YKR087C	NC_001143.9	603195	604232	-	1038	53	36	32	78	68	37	64	78	75
YKR088C	NC_001143.9	604405	605418	-	1014	49	44	35	102	66	97	128	123	103
YKR089C	NC_001143.9	605633	608365	-	2733	225	157	169	177	125	93	247	258	250
YKR090W	NC_001143.9	608946	611066	+	2121	47	27	23	52	57	34	49	51	45
YKR091W	NC_001143.9	611525	612265	+	741	44	32	44	38	36	29	30	38	32
YKR092C	NC_001143.9	612665	613885	-	1221	61	36	39	51	63	13	30	32	34
YKR093W	NC_001143.9	615730	617535	+	1806	332	225	256	765	599	530	1409	1392	1299
YKR094C	NC_001143.9;NC_001143.9	617996;618743	618374;618750	-;-	387	490	261	250	782	554	309	192	210	263
YKR095W	NC_001143.9	619805	625432	+	5628	1306	918	1013	668	1525	80	367	463	596
YKR095W-A	NC_001143.9;NC_001143.9	625864;625977	625901;626205	+;+	267	30	21	22	42	48	15	15	10	17
YKR096W	NC_001143.9	626793	630380	+	3588	264	160	211	282	245	145	372	461	471
YKR097W	NC_001143.9	631152	632801	+	1650	538	268	327	1410	1027	625	22	32	25
YKR098C	NC_001143.9	633026	635179	-	2154	69	57	60	34	46	15	67	83	80
YKR099W	NC_001143.9	635851	638286	+	2436	111	74	69	114	98	30	128	141	172
YKR100C	NC_001143.9	638901	639968	-	1068	376	273	241	233	263	70	242	308	310
YKR101W	NC_001143.9	640540	642504	+	1965	65	40	58	116	111	35	76	107	117
YKR102W	NC_001143.9	646356	649865	+	3510	32	30	19	33	46	19	92	97	103
YKR103W	NC_001143.9	653080	656736	+	3657	40	31	22	72	61	48	86	97	86
YKR104W	NC_001143.9	656836	657756	+	921	6	12	5	24	31	16	23	31	41
YKR105C	NC_001143.9	658716	660464	-	1749	3	0	3	5	1	4	3	4	3
YKR106W	NC_001143.9	661442	663289	+	1848	4	0	0	0	2	0	0	1	0
YLL067C	NC_001144.5;NC_001144.5	585;4015	3915;4301	-;-	3618	0	0	0	0	0	0	0	0	0
YLL066W-B	NC_001144.5	5605	5775	+	171	0	0	0	0	0	0	0	0	0
YLL066C	NC_001144.5;NC_001144.5	6120;9550	9450;9836	-;-	3618	0	0	0	0	0	0	0	0	0
YLL064C	NC_001144.5	13083	13445	-	363	0	0	0	0	0	0	0	0	0
YLL063C	NC_001144.5	14648	16072	-	1425	2	0	0	0	0	0	0	0	0
YLL062C	NC_001144.5	16639	17613	-	975	93	67	80	94	94	37	18	25	19
YLL061W	NC_001144.5	17956	19707	+	1752	89	66	89	126	108	71	60	86	51
YLL060C	NC_001144.5	21138	21839	-	702	29	20	20	285	204	175	78	114	83
YLL058W	NC_001144.5	23569	25296	+	1728	63	52	60	106	110	77	163	187	160
YLL057C	NC_001144.5	25756	26994	-	1239	28	28	28	15	16	13	12	25	14
YLL056C	NC_001144.5	27409	28305	-	897	208	123	151	262	250	158	135	156	163
YLL055W	NC_001144.5	30109	31704	+	1596	983	672	694	601	784	333	479	558	479
YLL054C	NC_001144.5	32673	35204	-	2532	36	43	37	148	81	67	77	111	93
YLL053C	NC_001144.5	35503	35961	-	459	58	32	42	8	17	11	9	16	6
YLL052C	NC_001144.5	35912	36361	-	450	18	13	20	6	6	7	10	11	11
YLL051C	NC_001144.5	37333	39471	-	2139	41	32	32	90	51	67	90	122	95
YLL050C	NC_001144.5;NC_001144.5	39804;40401	40221;40414	-;-	432	749	422	466	902	826	339	354	480	476
YLL049W	NC_001144.5	40666	41205	+	540	51	43	43	74	57	40	46	52	62
YLL048C	NC_001144.5	41280	46265	-	4986	613	466	546	670	465	378	600	637	631
YLL046C	NC_001144.5	46714	47463	-	750	101	87	106	17	37	5	8	2	7
YLL045C	NC_001144.5	47859	48629	-	771	517	261	238	906	483	489	351	384	418
YLL043W	NC_001144.5	49938	51947	+	2010	119	105	103	100	138	59	84	99	103
YLL042C	NC_001144.5	52087	52590	-	504	52	44	48	39	37	11	20	16	18
YLL041C	NC_001144.5	53131	53931	-	801	694	439	521	1683	1193	1054	633	746	631
YLL040C	NC_001144.5	54211	63645	-	9435	1605	1209	1389	868	639	453	1324	1607	1483
YLL039C	NC_001144.5	64062	65207	-	1146	3203	2384	2680	2602	1949	1829	2170	2549	2469
YLL038C	NC_001144.5	65775	66518	-	744	26	22	25	56	35	34	56	79	63
YLL036C	NC_001144.5	66745	68256	-	1512	61	39	52	92	83	59	67	88	85
YLL035W	NC_001144.5	68580	70478	+	1899	47	17	13	59	58	27	28	33	35
YLL034C	NC_001144.5	70633	73146	-	2514	61	37	35	116	67	45	28	43	33
YLL033W	NC_001144.5	73409	74101	+	693	41	19	19	29	14	11	18	22	19
YLL032C	NC_001144.5	74270	76747	-	2478	86	65	55	94	92	30	68	92	72
YLL031C	NC_001144.5	77152	80205	-	3054	98	68	59	236	106	122	188	209	224
YLL030C	NC_001144.5	80356	80697	-	342	4	4	1	0	4	1	2	0	3
YLL029W	NC_001144.5	81461	83710	+	2250	673	489	591	453	503	230	410	517	408
YLL028W	NC_001144.5	84804	86564	+	1761	1002	683	915	714	662	471	810	868	795
YLL027W	NC_001144.5	87403	88155	+	753	542	387	422	393	460	215	230	229	241
YLL026W	NC_001144.5	88623	91349	+	2727	15486	12306	13788	2546	3729	1055	1361	1787	1715
YNCL0001W	NC_001144.5;NC_001144.5	92548;92615	92583;92650	+;+	72	2	1	1	0	0	1	0	0	0
YLL025W	NC_001144.5	94747	95121	+	375	4	3	6	1	8	1	8	9	13
YLL024C	NC_001144.5	95566	97485	-	1920	1464	1033	1012	1267	992	759	584	636	638
YLL023C	NC_001144.5	97997	98836	-	840	226	197	222	103	141	66	162	153	136
YLL022C	NC_001144.5	99044	100201	-	1158	35	28	24	63	41	47	47	61	62
YLL021W	NC_001144.5	100947	105347	+	4401	287	201	206	257	315	82	176	224	226
YLL019C	NC_001144.5	105686	107899	-	2214	722	610	674	573	583	315	777	809	803
YLL018C-A	NC_001144.5	108676	108972	-	297	24	9	12	32	20	21	28	34	32
YLL018C	NC_001144.5	109902	111575	-	1674	610	426	490	484	356	288	251	281	316
YLL017W	NC_001144.5	112234	112545	+	312	11	5	11	6	5	5	10	13	17
YLL016W	NC_001144.5	112847	115993	+	3147	79	67	58	88	74	43	175	229	194
YLL015W	NC_001144.5	116432	121111	+	4680	184	108	133	488	282	299	343	377	375
YLL014W	NC_001144.5	121322	121648	+	327	74	61	75	101	110	71	66	83	76
YLL013C	NC_001144.5	122075	124714	-	2640	370	259	286	195	259	83	228	287	265
YLL012W	NC_001144.5	125534	127255	+	1722	62	53	62	34	45	21	136	131	129
YLL011W	NC_001144.5	127523	128992	+	1470	59	24	35	101	74	39	24	31	31
YLL010C	NC_001144.5	129330	130613	-	1284	73	59	52	34	45	23	51	55	59
YLL009C	NC_001144.5	131205	131414	-	210	1375	1158	1309	723	1263	150	89	129	192
YLL008W	NC_001144.5	131729	133987	+	2259	145	79	80	119	134	34	64	91	86
YLL007C	NC_001144.5	134302	136299	-	1998	52	42	39	102	73	53	63	66	78
YLL006W-A	NC_001144.5	136345	136521	+	177	5	2	1	4	0	3	0	0	1
YLL006W	NC_001144.5	136586	137866	+	1281	19	26	20	117	62	61	53	79	84
YLL005C	NC_001144.5	137940	140546	-	2607	106	84	77	159	175	58	150	166	170
YLL004W	NC_001144.5	141073	142923	+	1851	33	22	18	55	34	16	21	32	25
YLL003W	NC_001144.5	143201	146041	+	2841	80	55	62	127	135	42	135	163	183
YLL002W	NC_001144.5	146291	147601	+	1311	27	18	9	24	20	12	14	15	10
YLL001W	NC_001144.5	147890	150163	+	2274	217	161	175	260	237	143	121	162	149
YLR001C	NC_001144.5	151389	153977	-	2589	155	111	133	248	190	115	299	388	380
YLR002C	NC_001144.5	154343	156334	-	1992	46	44	29	131	75	34	64	83	86
YLR003C	NC_001144.5	156855	157730	-	876	114	70	56	86	105	16	40	58	73
YLR004C	NC_001144.5	157934	159505	-	1572	49	26	32	33	31	23	270	301	274
YLR005W	NC_001144.5	160049	161434	+	1386	113	66	64	213	142	121	340	389	443
YLR006C	NC_001144.5	161755	163893	-	2139	127	99	130	135	121	85	129	130	166
YLR007W	NC_001144.5	164392	165402	+	1011	121	85	95	113	83	54	156	204	206
YLR008C	NC_001144.5	165577	166083	-	507	54	34	29	91	89	46	23	33	30
YLR009W	NC_001144.5	166537	167136	+	600	123	82	82	184	172	42	37	42	55
YLR010C	NC_001144.5	167320	167802	-	483	22	16	15	29	30	20	13	21	27
YNCL0002C	NC_001144.5	167944	168025	-	82	1	0	0	0	0	0	0	0	0
YLR011W	NC_001144.5	169103	169678	+	576	13	7	5	48	29	19	20	25	19
YLR012C	NC_001144.5	169982	170281	-	300	0	1	1	5	1	0	0	2	1
YLR013W	NC_001144.5	171339	171764	+	426	2	0	0	2	1	0	0	1	0
YLR014C	NC_001144.5	172268	174982	-	2715	13	17	15	79	46	44	56	67	70
YLR015W	NC_001144.5	175227	176744	+	1518	53	43	50	124	96	40	71	79	105
YLR016C	NC_001144.5	176802	177416	-	615	42	23	29	80	53	49	47	50	43
YLR017W	NC_001144.5	177608	178621	+	1014	71	38	45	123	87	52	68	77	55
YLR018C	NC_001144.5	178707	179606	-	900	72	50	51	83	79	48	40	51	44
YLR019W	NC_001144.5	180288	181481	+	1194	164	116	162	130	134	68	158	169	151
YLR020C	NC_001144.5	181789	183405	-	1617	42	27	31	140	99	68	69	70	72
YLR021W	NC_001144.5	183623	184162	+	540	31	24	19	50	55	20	25	26	18
YLR022C	NC_001144.5	184174	184926	-	753	50	20	28	47	40	42	28	32	23
YLR023C	NC_001144.5	185498	187129	-	1632	66	51	36	286	187	141	333	354	342
YLR024C	NC_001144.5	187663	193281	-	5619	208	115	147	275	231	131	534	652	578
YLR025W	NC_001144.5	194452	195174	+	723	333	250	277	255	278	74	146	210	210
YLR026C	NC_001144.5	195450	196472	-	1023	88	53	58	82	80	16	29	54	46
YLR027C	NC_001144.5	196829	198085	-	1257	368	248	287	617	464	329	222	253	221
YNCL0003W	NC_001144.5	198784	199389	+	606	908	822	1012	672	695	1021	533	574	580
YLR028C	NC_001144.5	199540	201315	-	1776	317	236	300	258	276	139	261	314	273
YLR029C	NC_001144.5	201976	202590	-	615	610	284	332	1482	1040	669	487	641	647
YLR030W	NC_001144.5	203290	204081	+	792	20	15	13	8	7	7	12	8	16
YLR031W	NC_001144.5	204225	204785	+	561	11	12	9	6	4	3	5	7	3
YLR032W	NC_001144.5	204991	208500	+	3510	79	66	50	101	81	67	107	117	139
YLR033W	NC_001144.5	208761	210269	+	1509	112	81	77	145	175	38	82	90	99
YLR034C	NC_001144.5	210512	211933	-	1422	99	56	80	368	204	290	153	181	172
YLR035C	NC_001144.5	212369	214456	-	2088	68	47	45	60	45	29	108	97	113
YNCL0004C	NC_001144.5	214883	214955	-	73	0	0	0	0	0	0	0	1	1
YLR035C-A	NC_001144.5	215440	218907	-	3468	0	0	0	0	0	0	0	0	0
YLR036C	NC_001144.5	221521	222132	-	612	25	7	11	43	29	8	8	14	11
YLR037C	NC_001144.5	222685	223059	-	375	10	12	8	7	11	0	5	9	5
YLR038C	NC_001144.5	224921	225172	-	252	848	594	630	1764	2192	536	390	501	625
YLR039C	NC_001144.5	225426	228596	-	3171	115	57	63	363	335	119	98	87	126
YLR040C	NC_001144.5	228908	229582	-	675	34	22	20	10	10	10	15	12	17
YLR042C	NC_001144.5	229966	230451	-	486	32	15	15	10	5	5	5	9	4
YLR043C	NC_001144.5	231702	232013	-	312	583	469	465	501	423	226	239	315	262
YLR044C	NC_001144.5	232390	234081	-	1692	897	576	803	669	1014	482	2981	3169	2925
YLR045C	NC_001144.5	235037	237703	-	2667	173	147	115	113	149	54	27	42	49
YLR046C	NC_001144.5	238001	238813	-	813	37	31	39	42	69	23	54	74	39
YLR047C	NC_001144.5	239347	241407	-	2061	27	16	21	61	43	43	48	54	52
YLR048W	NC_001144.5;NC_001144.5	242232;242681	242321;243349	+;+	759	271	163	171	928	561	584	416	488	390
YLR049C	NC_001144.5	243886	245172	-	1287	146	82	92	90	80	28	72	79	66
YLR050C	NC_001144.5	245587	246072	-	486	77	71	72	98	73	79	67	75	79
YLR051C	NC_001144.5	246324	246977	-	654	84	40	72	143	129	24	35	53	50
YLR052W	NC_001144.5	247201	247953	+	753	41	27	23	36	58	8	33	41	42
YLR053C	NC_001144.5	248100	248426	-	327	82	67	68	63	64	17	170	200	247
YLR054C	NC_001144.5;NC_001144.5	248717;250948	250860;250978	-;-	2175	18	13	13	26	32	18	48	44	45
YLR055C	NC_001144.5	251272	253080	-	1809	38	33	36	48	55	41	53	60	48
YLR056W	NC_001144.5	253861	254958	+	1098	115	75	84	883	460	492	566	572	608
YLR057W	NC_001144.5	255306	257855	+	2550	79	33	49	163	145	64	91	120	127
YLR058C	NC_001144.5	257992	259401	-	1410	280	152	206	444	304	213	144	151	173
YLR059C	NC_001144.5	259738	260547	-	810	113	80	96	82	71	52	43	73	50
YLR060W	NC_001144.5	260979	262766	+	1788	105	51	85	300	159	165	108	145	150
YLR061W	NC_001144.5;NC_001144.5	263194;263595	263205;263948	+;+	366	475	239	247	610	591	184	161	202	266
YLR063W	NC_001144.5	264157	265254	+	1098	11	4	9	21	24	9	11	16	6
YLR064W	NC_001144.5	265456	266277	+	822	435	326	365	274	356	189	156	187	156
YLR065C	NC_001144.5	266373	266918	-	546	33	20	24	76	48	27	28	53	33
YLR066W	NC_001144.5	267169	267723	+	555	70	39	54	131	92	45	48	48	61
YLR067C	NC_001144.5	267813	270710	-	2898	71	62	48	147	148	42	71	70	105
YLR068W	NC_001144.5	271008	271463	+	456	92	54	80	48	122	12	8	16	22
YLR069C	NC_001144.5	271630	273915	-	2286	238	184	163	393	280	165	142	160	169
YLR070C	NC_001144.5	274141	275211	-	1071	18	12	9	12	24	10	20	30	29
YLR071C	NC_001144.5	275378	278626	-	3249	124	66	91	186	137	70	122	165	144
YLR072W	NC_001144.5	278862	280943	+	2082	65	50	59	72	63	34	81	95	90
YLR073C	NC_001144.5	281019	281621	-	603	23	15	10	31	15	7	15	22	15
YLR074C	NC_001144.5	281956	282456	-	501	123	87	113	92	106	35	49	54	57
YLR075W	NC_001144.5	282927	283592	+	666	2044	1089	1126	4651	2550	2593	963	1197	1128
YLR077W	NC_001144.5	283872	285623	+	1752	75	58	52	168	165	75	127	135	151
YLR078C	NC_001144.5;NC_001144.5	285736;286557	286467;286559	-;-	735	67	42	60	87	89	38	51	55	55
YLR079W	NC_001144.5	286820	287674	+	855	259	215	232	73	107	18	48	55	53
YLR080W	NC_001144.5	287916	289250	+	1335	87	59	49	92	76	43	105	130	143
YLR081W	NC_001144.5	290212	291936	+	1725	13	14	6	7	8	2	9	16	9
YLR082C	NC_001144.5	292394	293572	-	1179	31	17	12	50	49	21	41	59	70
YLR083C	NC_001144.5	294091	296094	-	2004	85	48	36	167	111	120	139	121	109
YLR084C	NC_001144.5	296589	300251	-	3663	53	36	31	93	57	74	42	57	64
YLR085C	NC_001144.5	300673	301989	-	1317	41	35	36	83	40	39	33	52	49
YLR086W	NC_001144.5	302243	306499	+	4257	199	136	123	187	243	46	162	214	219
YLR087C	NC_001144.5	306855	315731	-	8877	280	204	214	360	312	243	629	726	649
YLR088W	NC_001144.5	316107	317951	+	1845	35	20	20	117	83	57	56	65	75
YLR089C	NC_001144.5	318237	320015	-	1779	153	95	101	244	168	145	115	115	116
YLR090W	NC_001144.5	320701	322080	+	1380	80	50	57	92	111	67	78	94	84
YLR091W	NC_001144.5	322297	323178	+	882	15	5	15	37	12	12	21	32	23
YLR092W	NC_001144.5	323544	326225	+	2682	1049	783	863	111	160	84	97	126	90
YLR093C	NC_001144.5;NC_001144.5	326513;327400	327258;327415	-;-	762	110	90	74	139	113	66	92	122	102
YLR094C	NC_001144.5	327730	329238	-	1509	100	80	78	50	43	33	29	31	30
YLR095C	NC_001144.5	329677	332115	-	2439	178	98	109	112	172	46	79	100	78
YLR096W	NC_001144.5	332590	336033	+	3444	50	49	32	120	88	54	126	147	170
YLR097C	NC_001144.5	336231	337265	-	1035	95	64	72	164	158	84	175	176	210
YLR098C	NC_001144.5	337527	339473	-	1947	20	11	18	56	37	38	90	96	102
YLR099C	NC_001144.5	339744	340928	-	1185	150	92	127	97	95	78	30	26	40
YLR099W-A	NC_001144.5	341325	341588	+	264	76	67	60	46	45	28	17	22	20
YLR100W	NC_001144.5	341810	342853	+	1044	71	48	43	179	110	95	180	194	220
YLR102C	NC_001144.5	342970	343767	-	798	46	37	44	54	56	37	44	49	47
YLR103C	NC_001144.5	343989	345941	-	1953	31	21	21	73	43	34	10	16	23
YLR104W	NC_001144.5	346585	346980	+	396	105	59	51	194	294	60	42	44	45
YLR105C	NC_001144.5	347047	348180	-	1134	73	55	56	45	51	10	49	73	62
YNCL0005C	NC_001144.5	348427	348510	-	84	3	3	3	4	4	5	4	4	4
YLR106C	NC_001144.5	349006	363738	-	14733	608	435	441	608	699	267	687	856	862
YLR107W	NC_001144.5	364116	365330	+	1215	57	39	52	118	87	53	86	102	113
